id,lat,lon,title,comment,art,bytte,dato,aar,kommune,funnsted,datatype,vurdering
K520845,64.334813,20.569192,Rein skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av Länsstyrelsen. Skadeårsaken er dokumentert.,Gaupe,Rein,2022-03-08,2022,Skellefteå (S),Loberget,Rovviltskade,Dokumentert
K520850,64.351045,20.809584,Rein skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av Länsstyrelsen. Skadeårsaken er dokumentert.,Gaupe,Rein,2022-03-08,2022,Robertsfors (S),Djupmyrberget 2,Rovviltskade,Dokumentert
K520859,69.218349,22.165096,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Rein,2022-03-09,2022,Nordreisa - Ráisa - Raisi (N),Ráisávži,Rovviltskade,Dokumentert
K520933,64.438341,12.901044,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Rein,2022-03-13,2022,Grong (N),Tverrelvtjønna,Rovviltskade,Antatt sikker
K520976,64.391076,12.715359,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Rein,2022-03-14,2022,Snåase - Snåsa (N),Lervtjønna,Rovviltskade,Dokumentert
K521009,64.734015,17.852085,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av Länsstyrelsen. Skadeårsaken er dokumentert.,Jerv,Rein,2022-03-16,2022,Lycksele (S),Stordrevjemyran,Rovviltskade,Dokumentert
K521010,64.734015,17.852085,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av Länsstyrelsen. Skadeårsaken er dokumentert.,Jerv,Rein,2022-03-16,2022,Lycksele (S),Stordrevjemyran,Rovviltskade,Dokumentert
K521063,66.243077,18.235791,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av Länsstyrelsen. Skadeårsaken er antatt sikker. Skaden skjedde i utmark.,Jerv,Rein,2022-03-16,2022,Arjeplog (S),Baktek ,Rovviltskade,Antatt sikker
K519675,63.202781,10.932456,Sau skadet av gaupe,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Gaupe,Sau,2021-11-23,2021,Selbu (N),Aftretsåsen,Rovviltskade,Dokumentert
K519686,64.305403,12.778026,Rein skadet av jerv,Ett dyr er  drept. Skaden er undersøkt av SNO. Skadeårsaken er dokumentert. Skaden skjedde i utmark.,Jerv,Rein,2021-11-26,2021,Snåase - Snåsa (N),Andorfjellet2,Rovviltskade,Dokumentert
